x86|NOP||90|
x86|PUSHF; POPF||9c9d|
x86|PUSHF|POPF|9c|9d
x86|MOV %rax,%rax||4889c0|
x86|XCHG %rax,%rax||90|
x86|LEA (%rax),%rax||488d00|
x86|PUSH %rax; POP %rax||5058|
x86|PUSH %rax|POP %rax|50|58
x86|NOT %rax; NOT %rax||48f7d048f7d0|
x86|NOT %rax|NOT %rax|48f7d0|48f7d0
x86|BSWAP %rax; BSWAP %rax||480fc8480fc8|
x86|BSWAP %rax|BSWAP %rax|480fc8|480fc8
x86|CMOVA %rax,%rax||480f47c0|
x86|CMOVC %rax,%rax||480f42c0|
x86|CMOVG %rax,%rax||480f4fc0|
x86|CMOVL %rax,%rax||480f4cc0|
x86|CMOVO %rax,%rax||480f40c0|
x86|CMOVP %rax,%rax||480f4ac0|
x86|CMOVS %rax,%rax||480f48c0|
x86|CMOVZ %rax,%rax||480f44c0|
x86|CMOVNA %rax,%rax||480f46c0|
x86|CMOVNC %rax,%rax||480f43c0|
x86|CMOVNG %rax,%rax||480f4ec0|
x86|CMOVNL %rax,%rax||480f4dc0|
x86|CMOVNO %rax,%rax||480f41c0|
x86|CMOVNP %rax,%rax||480f4bc0|
x86|CMOVNS %rax,%rax||480f49c0|
x86|XCHG %rax,%rax; XCHG %rax,%rax||9090|
x86|XCHG %rax,%rax|XCHG %rax,%rax|90|90
x86|XCHG %rax,%rbx; XCHG %rbx,%rax||48934893|
x86|XCHG %rax,%rbx|XCHG %rbx,%rax|4893|4893
x86|XCHG %rax,%rcx; XCHG %rcx,%rax||48914891|
x86|XCHG %rax,%rcx|XCHG %rcx,%rax|4891|4891
x86|XCHG %rax,%rdx; XCHG %rdx,%rax||48924892|
x86|XCHG %rax,%rdx|XCHG %rdx,%rax|4892|4892
x86|XCHG %rax,%r8; XCHG %r8,%rax||49904990|
x86|XCHG %rax,%r8|XCHG %r8,%rax|4990|4990
x86|XCHG %rax,%r9; XCHG %r9,%rax||49914991|
x86|XCHG %rax,%r9|XCHG %r9,%rax|4991|4991
x86|XCHG %rax,%r10; XCHG %r10,%rax||49924992|
x86|XCHG %rax,%r10|XCHG %r10,%rax|4992|4992
x86|XCHG %rax,%r11; XCHG %r11,%rax||49934993|
x86|XCHG %rax,%r11|XCHG %r11,%rax|4993|4993
x86|XCHG %rax,%r12; XCHG %r12,%rax||49944994|
x86|XCHG %rax,%r12|XCHG %r12,%rax|4994|4994
x86|XCHG %rax,%r13; XCHG %r13,%rax||49954995|
x86|XCHG %rax,%r13|XCHG %r13,%rax|4995|4995
x86|XCHG %rax,%r14; XCHG %r14,%rax||49964996|
x86|XCHG %rax,%r14|XCHG %r14,%rax|4996|4996
x86|XCHG %rax,%r15; XCHG %r15,%rax||49974997|
x86|XCHG %rax,%r15|XCHG %r15,%rax|4997|4997
x86|MOV %rbx,%rbx||4889db|
x86|XCHG %rbx,%rbx||4887db|
x86|LEA (%rbx),%rbx||488d1b|
x86|PUSH %rbx; POP %rbx||535b|
x86|PUSH %rbx|POP %rbx|53|5b
x86|NOT %rbx; NOT %rbx||48f7d348f7d3|
x86|NOT %rbx|NOT %rbx|48f7d3|48f7d3
x86|BSWAP %rbx; BSWAP %rbx||480fcb480fcb|
x86|BSWAP %rbx|BSWAP %rbx|480fcb|480fcb
x86|CMOVA %rbx,%rbx||480f47db|
x86|CMOVC %rbx,%rbx||480f42db|
x86|CMOVG %rbx,%rbx||480f4fdb|
x86|CMOVL %rbx,%rbx||480f4cdb|
x86|CMOVO %rbx,%rbx||480f40db|
x86|CMOVP %rbx,%rbx||480f4adb|
